,,,,,,,,,,,Movement & Fitness Classes/Workshops,,,,,,,,,More than 10 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I can't tell you how wonderful the classes I participated in are/were!  They change my life!
,,,,,,,,,,,Movement & Fitness Classes/Workshops,,,,,,,,,More than 10 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doing Yoga with Heather Edgerly has helped me through my sadness & given me an opportunity to physically & emotionally get stronger.  Being in touch with others during their journey gives me insight & a clearer understanding of what they’re going through.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,Massage Therapy,,,Nutrition Consult,,,Support Groups,,,,6-9 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balance issues & Lymphedema,,,,
,,,,,,,,,,,,,,,,Support Groups,,,,More than 10 times,,,Hours of operation,Times of services,Physical location of services,,,,,35-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Independent Living Difficulty (completing errands, visits, or appointments alone)",,,,,,
,,,,,,,,,,Massage Therapy,,,,,Reiki Session,,,,,2-5 times,,,,,,,,,,35-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,Individual Counseling,,,Movement & Fitness Classes/Workshops,,,,,,,,,More than 10 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,Individual Counseling,,Massage Therapy,Movement & Fitness Classes/Workshops,,,,,,,,,6-9 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Massage Therapy,,,,,,,,,,2-5 times,,,,,,,,,,75 or older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, very comforting and welcoming
,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,,,Nutrition Consult,,,,,,,2-5 times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,Individual Counseling,,,,,,,,Support Groups,,,,6-9 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Just when I thought it was time to quit.... I received a referral from Brewer Cancer Center.... Literally the Dempsey Center, changed my life for the better!!! Each and every one of you deserve a bounty of thanks, gratefulness, and appreciation!!!!"
Acupuncture,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,,Massage Therapy,,,,,Reiki Session,,,,,More than 10 times,,,,,,,Reliable internet access or lack of reliable hardware,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Individual Counseling,,,,,,,,Support Groups,,,,More than 10 times,,,Hours of operation,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)","Expressive Arts Workshop (e.g., Writing Through Cancer, Music for Wellness, etc.)",Individual Counseling,,Massage Therapy,Movement & Fitness Classes/Workshops,Movement & Fitness Consult,Nutrition Consult,Nutrition Classes/Workshops,,Support Groups,,,,More than 10 times,,,,Times of services,Physical location of services,,,,,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Without Dempsey Center and all that it offers to us at no cost, I would not be in a healthy space, physically, spiritually or mentally. Thank you for all you do."
Acupuncture,,,,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,Massage Therapy,,,,,Reiki Session,,,Youth & Family Counseling,,More than 10 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,35-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,Individual Counseling,,Massage Therapy,,,,,Reiki Session,,,,,2-5 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It‘s wonderful that the Dempsey Center exists and is not too far from where we live.   While we’ve considered moving back to Switzerland in the last years, we doubt we’d get medically as good a care there as we do here.   Between InterMed, the NECS and the Dempsey Ctr, we think Bert (and I) are getting excellent and personal care in Maine. "
Acupuncture,,,,,,,,,,Massage Therapy,,,,,,,,,,6-9 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"everyone there was always so patient and helpful, very appreciated"
,,,,,,,,,,,Movement & Fitness Classes/Workshops,,,,,,,,,6-9 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wonderful place. Wish there were more spaces in programs & services available
,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,Dempsey Soup Program,,,,,,Movement & Fitness Classes/Workshops,,,,,Support Groups,,,,More than 10 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,Movement & Fitness Classes/Workshops,,,,,Support Groups,,,,More than 10 times,,,,,Physical location of services,,Reliable internet access or lack of reliable hardware,I did not feel welcomed and/or comfortable at the Dempsey Center,,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A center that can offer shifting levels of support and kindness is helpful, because cancer is one-size-fits-none.  Thank you for everything you did to help me in 2023."
Acupuncture,,,,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,,Massage Therapy,Movement & Fitness Classes/Workshops,,,Nutrition Classes/Workshops,Reiki Session,,,,,More than 10 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Reiki Session,,,,,6-9 times,,,,,,,,,,75 or older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,What a wonderful service to our community. So many people benefit from a wide array of helpers
,,,,,,,"Expressive Arts Workshop (e.g., Writing Through Cancer, Music for Wellness, etc.)",Individual Counseling,,Massage Therapy,Movement & Fitness Classes/Workshops,,,,,,,,,More than 10 times,,,,,,,,,,75 or older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ambulatory difficulty related to osteoporosis.,,,,"it's created a work place that is welcoming to all, empathic,  and fun!"
Acupuncture,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,Individual Counseling,,Massage Therapy,,,,,,Support Groups,,,,More than 10 times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clayton’s House stay,,,,,,,,,,,,Nutrition Consult,,,,,,,2-5 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Have visited Portland location a few times. Each time the employees have been incredibly kind.
,,,,,,,"Expressive Arts Workshop (e.g., Writing Through Cancer, Music for Wellness, etc.)",Individual Counseling,,Massage Therapy,,,,,,,,,,6-9 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefer not to answer,,,,,
Acupuncture,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,,,,,,,,,,Reiki Session,,Wig & Headwear Consult,,,2-5 times,,,,,,,,,,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,,,,,Massage Therapy,,,,,,,,,,2-5 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Absolutely wonderful.  Very glad to be so welcomed and supported.  Thank you
Acupuncture,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,Individual Counseling,,Massage Therapy,,,Nutrition Consult,,Reiki Session,,Wig & Headwear Consult,,,More than 10 times,,,,,,,,,,75 or older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,,,,,,,,,,,,,,,,,,,2-5 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefer not to answer,,,,,
Acupuncture,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,,,Movement & Fitness Classes/Workshops,,,,,,,,,2-5 times,,,,,,,,,,75 or older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I feel so grateful to have received services from such a caring community of providers.
Acupuncture,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,,,,,,,,,,2-5 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,,,,,,,,,Massage Therapy,Movement & Fitness Classes/Workshops,Movement & Fitness Consult,,,Reiki Session,,,,,More than 10 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,,,,,,,,,,,,,,,,,,,6-9 times,,,,,,,,,,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Individual Counseling,,,Movement & Fitness Classes/Workshops,,Nutrition Consult,,,Support Groups,,,,More than 10 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Individual Counseling,,,,,,,,Support Groups,,,,More than 10 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,,Massage Therapy,Movement & Fitness Classes/Workshops,,,,,Support Groups,,,,More than 10 times,,,,,,,,,,35-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Support Groups,,,,More than 10 times,,,,,Physical location of services,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Independent Living Difficulty (completing errands, visits, or appointments alone)",,cardiac changes secondary to autonomic dysfunction limit quality of life,,,,"twelve weeks was too long for program.  I constantly felt I could not ""share"" with the group because I was embarrassed to state I was ""managing"" without help"
,,,,,,,,,,,,,,,Reiki Session,Support Groups,,,,More than 10 times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,Dempsey Soup Program,,,,,Massage Therapy,,,Nutrition Consult,,,Support Groups,,,,2-5 times,,,,Times of services,,,,,,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am grateful for The Dempsey Center. It has been a beacon of hope during a dark time.
,,,,,,,,Individual Counseling,,,,,,,,Support Groups,,,,More than 10 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I consider the services I received of the highest quality. I always speak highly of the Dempsey Center. I am very grateful. 
,,,,,,,,Individual Counseling,,,,,,,,,,,,1 time,,,,,,,,,,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My counselor was wonderful and made a positive impact.
,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,,,,,,,,,,1 time,,,,,,,,,,75 or older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,totally support....just was unable to navigate 
Acupuncture,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,Individual Counseling,,,,,,,,Support Groups,,,,6-9 times,,,,,,Transportation,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have macular dry macular degeneration in one eye,,,,"I'm really impressed with all the great help that I have received for the past 4 years.The staff is always helpful.Same for the instructors.Always great to see the dogs as well,"
,,,,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,"Expressive Arts Workshop (e.g., Writing Through Cancer, Music for Wellness, etc.)",,,,,,,,,Support Groups,,,Youth & Family Classes/Workshops,6-9 times,,,,Times of services,Physical location of services,,,,,35-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I appreciated having access to a grief group, and for my children, whose beloved aunt died in November 2022 from cancer, the Doga group has been such a special event. They love going, stretching, petting the dogs, and having the comfortable and supportive time and space. Thank you."
,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,,,,,Massage Therapy,,,,,,,,,,1 time,,,,,,Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Individual Counseling,,,,,,,,Support Groups,,,,More than 10 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,75 or older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Individual Counseling,,,Movement & Fitness Classes/Workshops,Movement & Fitness Consult,,,,Support Groups,,,,2-5 times,,,,,Physical location of services,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thanks for all.you do
,,,,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,Legacy & Life Reflections,Massage Therapy,,,,,,Support Groups,,,,More than 10 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have been impacted by the talented leaders in the support groups both online and in person.  They are compassionate and really hear between the lines.  I am so grateful for them and the wonderful participant's who share their cancer journeys.
Acupuncture,,,,,,,,,,Massage Therapy,Movement & Fitness Classes/Workshops,,,Nutrition Classes/Workshops,,,Wig & Headwear Consult,,,6-9 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,,,Nutrition Consult,,,,,,,6-9 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,Dempsey Soup Program,,,,,,,,,,,,,,,6-9 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thank you for your resources and kindness ♥️🙏🏽🌿 accessing the counseling was a challenge, I never was able to connect, but that doesn't take away or diminish my experience AT ALL.  Thank you again! Could not have made it through without the Dempsey Center and it's team !!!🙏🏽🙏🏽🙏🏽🙏🏽♥️♥️♥️♥️✅✝️♾🌿"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,Dempsey Soup Program,,,,,,,,,,,,Wig & Headwear Consult,,,2-5 times,,Too long of a wait for services that I needed (when I needed them),,Times of services,Physical location of services,,,,,35-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Individual Counseling,,,,,,,,,,,,2-5 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,,Massage Therapy,,,,,Reiki Session,,,,,More than 10 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,Individual Counseling,Legacy & Life Reflections,Massage Therapy,Movement & Fitness Classes/Workshops,,,,Reiki Session,,,,,More than 10 times,,,,Times of services,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,,,,,,,,,Massage Therapy,,,,,,,,,,More than 10 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,Individual Counseling,,,,,,,,Support Groups,,,,More than 10 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It was a surprise for me to find out how valuable, in my life with this chronic disease, are the services that I continue to use through the Dempsey Center.  I meet with Kerry Irish, by zoom, for private counseling which has helped me feel more powerful, optimistic, and able to communicate with family and friends. Also, I was NOT going to join a support group, but on her recommendation to just try it, I did join, and after these months with our groups weekly zoom meetings, I feel the support they lend, the humor, suggestions, sharing of grief, and the support I can give back, has been remarkable. I am so grateful for Kerry's guidance and I share to others that The Dempsey Center offers so much that no one else has. I applaud the center."
Acupuncture,,,,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,Individual Counseling,,Massage Therapy,,,,,,,,,,2-5 times,,,,,,,,,,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,Clayton’s House stay,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,Dempsey Soup Program,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)","Expressive Arts Workshop (e.g., Writing Through Cancer, Music for Wellness, etc.)",,,Massage Therapy,Movement & Fitness Classes/Workshops,,,Nutrition Classes/Workshops,,,,,,More than 10 times,,,,Times of services,Physical location of services,,,,,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I also have autoimmune diseases (thyroid, T1D)",,,,"I am MOST grateful for such quality and intentional services and caring, professional staff."
,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,,,Individual Counseling,,Massage Therapy,,,,,,,,,,6-9 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am very satisfied with the services that I have received and think that you are doing a wonderful job. Patrick should be proud!!!
,,,,,,,,,,,Movement & Fitness Classes/Workshops,,,,,,,,,More than 10 times,,,,Times of services,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Love the Dempsey Center - thank you!!
,Clayton’s House stay,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,Dempsey Soup Program,,,Individual Counseling,,Massage Therapy,,,,,,Support Groups,,Youth & Family Counseling,Youth & Family Classes/Workshops,More than 10 times,,,,,Physical location of services,,,,,35-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefer not to answer,,,,,
,,,,,,,,Individual Counseling,,Massage Therapy,,,,,,,,,,2-5 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am extraordinarily thankful for the services I've received from the Dempsey Center. The massage therapy calmed me and relaxed me during the final stages of my wife's cancer and the counseling I've received and continue to receive has helped me cope with my devastating loss. 
Acupuncture,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,,Massage Therapy,,,,Nutrition Classes/Workshops,Reiki Session,,,,,More than 10 times,,Too long of a wait for services that I needed (when I needed them),,Times of services,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thank you Dempsey Center and all your wonderful staff and therapists.  You have all been guiding angels in difficult times.  Shout out to my Reiki Master and friend, Richard Curtain"
,,,,,,,,,,Massage Therapy,,,,,,,,,,2-5 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,75 or older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Independent Living Difficulty (completing errands, visits, or appointments alone)",,,,,,C an not get an appointment even when made months ahead
Acupuncture,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,Massage Therapy,Movement & Fitness Classes/Workshops,,,,Reiki Session,,,,,6-9 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great experience.  Prefer to have an option of more anonymity when participating in virtual educational sessions. 
,,,,,,,,,,,,,Nutrition Consult,Nutrition Classes/Workshops,,,Wig & Headwear Consult,,,2-5 times,,,,,Physical location of services,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fabulous resource for Mainers!
,,,,,,,,Individual Counseling,,Massage Therapy,,,,,,,,,,More than 10 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,75 or older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Individual Counseling,,,,,,,,Support Groups,,,,2-5 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was able to participate in a caregivers support group and one on one counseling. Both were extremely helpful to me as a care partner to my husband. Your staff is knowledgeable & insightful.  Thank you for providing these free services
Acupuncture,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,Individual Counseling,,Massage Therapy,,,Nutrition Consult,Nutrition Classes/Workshops,Reiki Session,,,,,More than 10 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,,,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,Individual Counseling,,Massage Therapy,,Movement & Fitness Consult,Nutrition Consult,,,,,,,More than 10 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Dempsey Center changed my life! All for the better! Positive energy, knowledge, counseling, everything that I received. Thank you for the experience."
